rank,hex_id,points_count,neighbor_points_count,density,score,confidence,category
1034,892c2a06da3ffff,0,0,0,1.2963,0.02,LOW
1035,892c2aab1a7ffff,0,0,0,1.2963,0.02,LOW
1036,892c2aab073ffff,0,0,0,1.2963,0.02,LOW
1037,892c2aa90d3ffff,0,0,0,1.2963,0.02,LOW
1038,892c2aaaa37ffff,0,0,0,1.2963,0.02,LOW
1039,892c2aab593ffff,0,0,0,1.2963,0.02,LOW
1040,892c2aaa117ffff,0,0,0,1.2963,0.02,LOW
1041,892c2aa90cfffff,0,0,0,1.2963,0.02,LOW
1042,892c2a14c9bffff,0,0,0,1.2963,0.02,LOW
1043,892c2aaad23ffff,0,0,0,1.2963,0.02,LOW
1044,892c2aaa90bffff,0,0,0,1.2963,0.02,LOW
1045,892c2a322a7ffff,0,0,0,1.2963,0.02,LOW
1046,892c2a14d73ffff,0,0,0,1.2963,0.02,LOW
1047,892c2aa9c3bffff,0,0,0,1.2963,0.02,LOW
1048,892c2aab413ffff,0,0,0,1.2963,0.02,LOW
1049,892c2aa8443ffff,0,0,0,1.2963,0.02,LOW
1050,892c2a32657ffff,0,0,0,1.2963,0.02,LOW
1051,892c2aaad33ffff,0,0,0,1.2963,0.02,LOW
1052,892c2aa9b47ffff,0,0,0,1.2963,0.02,LOW
1053,892c2aa99abffff,0,0,0,1.2963,0.02,LOW
1054,892c2aaa27bffff,0,0,0,1.2963,0.02,LOW
1055,892c2ab9b2bffff,0,0,0,1.2963,0.02,LOW
1056,892c2a14883ffff,0,0,0,1.2963,0.02,LOW
1057,892c2aab26fffff,0,0,0,1.2963,0.02,LOW
1058,892c2aab13bffff,0,0,0,1.2963,0.02,LOW
1059,892c2a322a3ffff,0,0,0,1.2963,0.02,LOW
1060,892c2aab5afffff,0,0,0,1.2963,0.02,LOW
1061,892c2aa901bffff,0,0,0,1.2963,0.02,LOW
1062,892c2a14817ffff,0,0,0,1.2963,0.02,LOW
1063,892c2aaa2c3ffff,0,0,0,1.2963,0.02,LOW
1064,892c2aa9e07ffff,0,0,0,1.2963,0.02,LOW
1065,892c2aaa877ffff,0,0,0,1.2963,0.02,LOW
1066,892c2aab47bffff,0,0,0,1.2963,0.02,LOW
1067,892c2aaa93bffff,0,0,0,1.2963,0.02,LOW
1068,892c2a32203ffff,0,0,0,1.2963,0.02,LOW
1069,892c2a1489bffff,0,0,0,1.2963,0.02,LOW
1070,892c2aaa85bffff,0,0,0,1.2963,0.02,LOW
1071,892c2aa823bffff,0,0,0,1.2963,0.02,LOW
1072,892c2aaa873ffff,0,0,0,1.2963,0.02,LOW
1073,892c2aaa157ffff,0,0,0,1.2963,0.02,LOW
1074,892c2a06b33ffff,0,0,0,1.2963,0.02,LOW
1075,892c2aa8397ffff,0,0,0,1.2963,0.02,LOW
1076,892c2a06b8fffff,0,0,0,1.2963,0.02,LOW
1077,892c2ab8d33ffff,0,0,0,1.2963,0.02,LOW
1078,892c2aab53bffff,0,0,0,1.2963,0.02,LOW
1079,892c2aa9e4bffff,0,0,0,1.2963,0.02,LOW
1080,892c2aab3cfffff,0,0,0,1.2963,0.02,LOW
1081,892c2a0693bffff,0,0,0,1.2963,0.02,LOW
1082,892c2aa9877ffff,0,0,0,1.2963,0.02,LOW
1083,892c2aa915bffff,0,0,0,1.2963,0.02,LOW
1084,892c2aaae73ffff,0,0,0,1.2963,0.02,LOW
1085,892c2aa9e0bffff,0,0,0,1.2963,0.02,LOW
1086,892c2aaae5bffff,1,0,0,1.24677,0.03,LOW
1087,892c2a30453ffff,1,0,0,1.24677,0.03,LOW
1088,892c2aaa02fffff,1,0,0,1.24677,0.03,LOW
1089,892c2aab5abffff,1,0,0,1.24677,0.03,LOW
1090,892c2aab263ffff,1,0,0,1.24677,0.03,LOW
1091,892c2aa94a3ffff,1,0,0,1.24677,0.03,LOW
1092,892c2aaac6bffff,1,0,0,1.24677,0.03,LOW
1093,892c2aa9e67ffff,1,0,0,1.24677,0.03,LOW
1094,892c2aa84d3ffff,1,0,0,1.24677,0.03,LOW
1095,892c2aaa26fffff,2,0,0,1.19724,0.04,LOW
1096,892c2a33167ffff,2,0,0,1.19724,0.04,LOW
1097,892c2aab337ffff,2,0,0,1.19724,0.04,LOW
1098,892c2aa9547ffff,3,0,0,1.14772,0.05,LOW
1099,892c2a335c7ffff,0,0,0,0.648148,0.01,LOW
1100,892c2aa9317ffff,0,0,0,0.648148,0.01,LOW
1101,892c2aa846fffff,0,0,0,0.648148,0.01,LOW
1102,892c2a331a7ffff,0,0,0,0.648148,0.01,LOW
1103,892c2a14907ffff,0,0,0,0.648148,0.01,LOW
1104,892c2a06b6bffff,0,0,0,0.648148,0.01,LOW
1105,892c2a3348fffff,0,0,0,0.648148,0.01,LOW
1106,892c2ab9b9bffff,0,0,0,0.648148,0.01,LOW
1107,892c2aaa40bffff,0,0,0,0.648148,0.01,LOW
1108,892c2aa3213ffff,0,0,0,0.648148,0.01,LOW
1109,892c2a169b7ffff,0,0,0,0.648148,0.01,LOW
1110,892c2aa952bffff,0,0,0,0.648148,0.01,LOW
1111,892c2aaa027ffff,0,0,0,0.648148,0.01,LOW
1112,892c2aa98c7ffff,0,0,0,0.648148,0.01,LOW
1113,892c2aaa897ffff,0,0,0,0.648148,0.01,LOW
1114,892c2aa9143ffff,0,0,0,0.648148,0.01,LOW
1115,892c2aa862fffff,0,0,0,0.648148,0.01,LOW
1116,892c2aa1e5bffff,0,0,0,0.648148,0.01,LOW
1117,892c2aab123ffff,0,0,0,0.648148,0.01,LOW
1118,892c2aa9ecbffff,0,0,0,0.648148,0.01,LOW
1119,892c2a335d3ffff,0,0,0,0.648148,0.01,LOW
1120,892c2a04ca3ffff,0,0,0,0.648148,0.01,LOW
1121,892c2aaa17bffff,0,0,0,0.648148,0.01,LOW
1122,892c2aaa48bffff,0,0,0,0.648148,0.01,LOW
1123,892c2a3159bffff,0,0,0,0.648148,0.01,LOW
1124,892c2aa825bffff,0,0,0,0.648148,0.01,LOW
1125,892c2a3264fffff,0,0,0,0.648148,0.01,LOW
1126,892c2a06ba7ffff,0,0,0,0.648148,0.01,LOW
1127,892c2aaa3a3ffff,0,0,0,0.648148,0.01,LOW
1128,892c2a14b93ffff,0,0,0,0.648148,0.01,LOW
1129,892c2aa9377ffff,0,0,0,0.648148,0.01,LOW
1130,892c2aa8387ffff,0,0,0,0.648148,0.01,LOW
1131,892c2aa98a3ffff,0,0,0,0.648148,0.01,LOW
1132,892c2aaab53ffff,0,0,0,0.648148,0.01,LOW
1133,892c2aa1387ffff,0,0,0,0.648148,0.01,LOW
1134,892c2aa13b3ffff,0,0,0,0.648148,0.01,LOW
1135,892c2aa13a3ffff,0,0,0,0.648148,0.01,LOW
1136,892c2aa1337ffff,0,0,0,0.648148,0.01,LOW
1137,892c2aaa543ffff,0,0,0,0.648148,0.01,LOW
1138,892c2aaad87ffff,0,0,0,0.648148,0.01,LOW
1139,892c2aa85a3ffff,0,0,0,0.648148,0.01,LOW
1140,892c2ab9b13ffff,0,0,0,0.648148,0.01,LOW
1141,892c2aa9943ffff,0,0,0,0.648148,0.01,LOW
1142,892c2aa9163ffff,0,0,0,0.648148,0.01,LOW
1143,892c2a16a47ffff,0,0,0,0.648148,0.01,LOW
1144,892c2aab6b7ffff,0,0,0,0.648148,0.01,LOW
1145,892c2ab91a7ffff,0,0,0,0.648148,0.01,LOW
1146,892c2aaa863ffff,0,0,0,0.648148,0.01,LOW
1147,892c2a305d3ffff,0,0,0,0.648148,0.01,LOW
1148,892c2a3009bffff,0,0,0,0.648148,0.01,LOW
1149,892c2aaa537ffff,0,0,0,0.648148,0.01,LOW
1150,892c2aa9313ffff,0,0,0,0.648148,0.01,LOW
1151,892c2a336d7ffff,0,0,0,0.648148,0.01,LOW
1152,892c2aaa5c3ffff,0,0,0,0.648148,0.01,LOW
1153,892c2aa10cfffff,0,0,0,0.648148,0.01,LOW
1154,892c2a33503ffff,0,0,0,0.648148,0.01,LOW
1155,892c2aa995bffff,0,0,0,0.648148,0.01,LOW
1156,892c2a1632fffff,0,0,0,0.648148,0.01,LOW
1157,892c2aab30bffff,0,0,0,0.648148,0.01,LOW
1158,892c2a04d9bffff,0,0,0,0.648148,0.01,LOW
1159,892c2a3068bffff,0,0,0,0.648148,0.01,LOW
1160,892c2a33563ffff,0,0,0,0.648148,0.01,LOW
1161,892c2aa126fffff,0,0,0,0.648148,0.01,LOW
1162,892c2a04cb3ffff,0,0,0,0.648148,0.01,LOW
1163,892c2aaa2dbffff,0,0,0,0.648148,0.01,LOW
1164,892c2a1695bffff,0,0,0,0.648148,0.01,LOW
1165,892c2a332c3ffff,0,0,0,0.648148,0.01,LOW
1166,892c2aa1243ffff,0,0,0,0.648148,0.01,LOW
1167,892c2a16c73ffff,0,0,0,0.648148,0.01,LOW
1168,892c2aa90bbffff,0,0,0,0.648148,0.01,LOW
1169,892c2a306a7ffff,0,0,0,0.648148,0.01,LOW
1170,892c2a14c23ffff,0,0,0,0.648148,0.01,LOW
1171,892c2aa8067ffff,0,0,0,0.648148,0.01,LOW
1172,892c2a315d7ffff,0,0,0,0.648148,0.01,LOW
1173,892c2a14c87ffff,0,0,0,0.648148,0.01,LOW
1174,892c2aa8483ffff,0,0,0,0.648148,0.01,LOW
1175,892c2a33447ffff,0,0,0,0.648148,0.01,LOW
1176,892c2aab58fffff,0,0,0,0.648148,0.01,LOW
1177,892c2a16b63ffff,0,0,0,0.648148,0.01,LOW
1178,892c2ab9b87ffff,0,0,0,0.648148,0.01,LOW
1179,892c2aaa36fffff,0,0,0,0.648148,0.01,LOW
1180,892c2a33523ffff,0,0,0,0.648148,0.01,LOW
1181,892c2a1482bffff,0,0,0,0.648148,0.01,LOW
1182,892c2aaaed3ffff,0,0,0,0.648148,0.01,LOW
1183,892c2a33193ffff,0,0,0,0.648148,0.01,LOW
1184,892c2aa8427ffff,0,0,0,0.648148,0.01,LOW
1185,892c2aa8ca3ffff,0,0,0,0.648148,0.01,LOW
1186,892c2a06b6fffff,0,0,0,0.648148,0.01,LOW
1187,892c2aaa457ffff,0,0,0,0.648148,0.01,LOW
1188,892c2aaa4d7ffff,0,0,0,0.648148,0.01,LOW
1189,892c2aa9c0fffff,0,0,0,0.648148,0.01,LOW
1190,892c2aaad8bffff,0,0,0,0.648148,0.01,LOW
1191,892c2aab507ffff,0,0,0,0.648148,0.01,LOW
1192,892c2a06983ffff,0,0,0,0.648148,0.01,LOW
1193,892c2a14c83ffff,0,0,0,0.648148,0.01,LOW
1194,892c2a14c33ffff,0,0,0,0.648148,0.01,LOW
1195,892c2ab91afffff,0,0,0,0.648148,0.01,LOW
1196,892c2aaa413ffff,0,0,0,0.648148,0.01,LOW
1197,892c2aaa107ffff,0,0,0,0.648148,0.01,LOW
1198,892c2aa930fffff,0,0,0,0.648148,0.01,LOW
1199,892c2aa9b4bffff,0,0,0,0.648148,0.01,LOW
1200,892c2a3316fffff,0,0,0,0.648148,0.01,LOW
1201,892c2aaa2b7ffff,0,0,0,0.648148,0.01,LOW
1202,892c2a168afffff,0,0,0,0.648148,0.01,LOW
1203,892c2a16e9bffff,0,0,0,0.648148,0.01,LOW
1204,892c2a331afffff,0,0,0,0.648148,0.01,LOW
1205,892c2ab9847ffff,0,0,0,0.648148,0.01,LOW
1206,892c2a334afffff,0,0,0,0.648148,0.01,LOW
1207,892c2aaa103ffff,0,0,0,0.648148,0.01,LOW
1208,892c2aa858fffff,0,0,0,0.648148,0.01,LOW
1209,892c2a06c1bffff,0,0,0,0.648148,0.01,LOW
1210,892c2a3057bffff,0,0,0,0.648148,0.01,LOW
1211,892c2aaae1bffff,0,0,0,0.648148,0.01,LOW
1212,892c2aaa363ffff,0,0,0,0.648148,0.01,LOW
1213,892c2aa9e47ffff,0,0,0,0.648148,0.01,LOW
1214,892c2aa84c7ffff,0,0,0,0.648148,0.01,LOW
1215,892c2a06917ffff,0,0,0,0.648148,0.01,LOW
1216,892c2a06903ffff,0,0,0,0.648148,0.01,LOW
1217,892c2a06977ffff,0,0,0,0.648148,0.01,LOW
1218,892c2aa86afffff,0,0,0,0.648148,0.01,LOW
1219,892c2aaa82fffff,0,0,0,0.648148,0.01,LOW
1220,892c2aaa26bffff,0,0,0,0.648148,0.01,LOW
1221,892c2a06907ffff,0,0,0,0.648148,0.01,LOW
1222,892c2aa85cbffff,0,0,0,0.648148,0.01,LOW
1223,892c2aaaa3bffff,0,0,0,0.648148,0.01,LOW
1224,892c2a14807ffff,0,0,0,0.648148,0.01,LOW
1225,892c2aa324bffff,0,0,0,0.648148,0.01,LOW
1226,892c2aa81b7ffff,0,0,0,0.648148,0.01,LOW
1227,892c2aaadd3ffff,0,0,0,0.648148,0.01,LOW
1228,892c2aa842bffff,0,0,0,0.648148,0.01,LOW
1229,892c2aa9b57ffff,0,0,0,0.648148,0.01,LOW
1230,892c2a161a3ffff,0,0,0,0.648148,0.01,LOW
1231,892c2aa8cbbffff,0,0,0,0.648148,0.01,LOW
1232,892c2aa8587ffff,0,0,0,0.648148,0.01,LOW
1233,892c2aa323bffff,0,0,0,0.648148,0.01,LOW
1234,892c2aab5bbffff,0,0,0,0.648148,0.01,LOW
1235,892c2aaa3a7ffff,0,0,0,0.648148,0.01,LOW
1236,892c2aaa933ffff,0,0,0,0.648148,0.01,LOW
1237,892c2aa3203ffff,0,0,0,0.648148,0.01,LOW
1238,892c2aa10c3ffff,0,0,0,0.648148,0.01,LOW
1239,892c2aaa043ffff,0,0,0,0.648148,0.01,LOW
1240,892c2aa8bc3ffff,0,0,0,0.648148,0.01,LOW
1241,892c2a0692bffff,0,0,0,0.648148,0.01,LOW
1242,892c2ab9cb3ffff,0,0,0,0.648148,0.01,LOW
1243,892c2aaa4a7ffff,0,0,0,0.648148,0.01,LOW
1244,892c2a16a4fffff,0,0,0,0.648148,0.01,LOW
1245,892c2aab40fffff,0,0,0,0.648148,0.01,LOW
1246,892c2aa9b53ffff,0,0,0,0.648148,0.01,LOW
1247,892c2a169d3ffff,0,0,0,0.648148,0.01,LOW
1248,892c2a32373ffff,0,0,0,0.648148,0.01,LOW
1249,892c2a16943ffff,0,0,0,0.648148,0.01,LOW
1250,892c2ab8947ffff,0,0,0,0.648148,0.01,LOW
1251,892c2aa16cbffff,0,0,0,0.648148,0.01,LOW
1252,892c2aa8253ffff,0,0,0,0.648148,0.01,LOW
1253,892c2aaa1b3ffff,0,0,0,0.648148,0.01,LOW
1254,892c2a31583ffff,0,0,0,0.648148,0.01,LOW
1255,892c2aa82abffff,0,0,0,0.648148,0.01,LOW
1256,892c2aaa24bffff,0,0,0,0.648148,0.01,LOW
1257,892c2aa9b43ffff,0,0,0,0.648148,0.01,LOW
1258,892c2aaabc7ffff,0,0,0,0.648148,0.01,LOW
1259,892c2aa91abffff,0,0,0,0.648148,0.01,LOW
1260,892c2a31553ffff,0,0,0,0.648148,0.01,LOW
1261,892c2aa918bffff,0,0,0,0.648148,0.01,LOW
1262,892c2ab9a0bffff,0,0,0,0.648148,0.01,LOW
1263,892c2aa9e53ffff,0,0,0,0.648148,0.01,LOW
1264,892c2aa1e4fffff,0,0,0,0.648148,0.01,LOW
1265,892c2aa1e53ffff,0,0,0,0.648148,0.01,LOW
1266,892c2aaa14fffff,0,0,0,0.648148,0.01,LOW
1267,892c2aa95afffff,0,0,0,0.648148,0.01,LOW
1268,892c2aaa24fffff,0,0,0,0.648148,0.01,LOW
1269,892c2ab9b23ffff,0,0,0,0.648148,0.01,LOW
1270,892c2aa9893ffff,0,0,0,0.648148,0.01,LOW
1271,892c2aa9c03ffff,0,0,0,0.648148,0.01,LOW
1272,892c2aa9133ffff,0,0,0,0.648148,0.01,LOW
1273,892c2a06b17ffff,0,0,0,0.648148,0.01,LOW
1274,892c2a3237bffff,0,0,0,0.648148,0.01,LOW
1275,892c2aaf6c3ffff,0,0,0,0.648148,0.01,LOW
1276,892c2a06463ffff,0,0,0,0.648148,0.01,LOW
1277,892c2ab9b27ffff,0,0,0,0.648148,0.01,LOW
1278,892c2a1630bffff,0,0,0,0.648148,0.01,LOW
1279,892c2aa994bffff,0,0,0,0.648148,0.01,LOW
1280,892c2a334b3ffff,0,0,0,0.648148,0.01,LOW
1281,892c2aa9187ffff,0,0,0,0.648148,0.01,LOW
1282,892c2a16d6fffff,0,0,0,0.648148,0.01,LOW
1283,892c2aab4cbffff,0,0,0,0.648148,0.01,LOW
1284,892c2aaab4fffff,0,0,0,0.648148,0.01,LOW
1285,892c2ab9867ffff,0,0,0,0.648148,0.01,LOW
1286,892c2aa982fffff,0,0,0,0.648148,0.01,LOW
1287,892c2a06dabffff,0,0,0,0.648148,0.01,LOW
1288,892c2a33053ffff,0,0,0,0.648148,0.01,LOW
1289,892c2aaac07ffff,0,0,0,0.648148,0.01,LOW
1290,892c2a300c3ffff,0,0,0,0.648148,0.01,LOW
1291,892c2aaacafffff,0,0,0,0.648148,0.01,LOW
1292,892c2aaac9bffff,0,0,0,0.648148,0.01,LOW
1293,892c2a14877ffff,0,0,0,0.648148,0.01,LOW
1294,892c2a1683bffff,0,0,0,0.648148,0.01,LOW
1295,892c2a06db7ffff,0,0,0,0.648148,0.01,LOW
1296,892c2ab8817ffff,0,0,0,0.648148,0.01,LOW
1297,892c2a0654fffff,0,0,0,0.648148,0.01,LOW
1298,892c2aaa163ffff,0,0,0,0.648148,0.01,LOW
1299,892c2a3353bffff,0,0,0,0.648148,0.01,LOW
1300,892c2aa123bffff,0,0,0,0.648148,0.01,LOW
1301,892c2aaa257ffff,0,0,0,0.648148,0.01,LOW
1302,892c2a3358bffff,0,0,0,0.648148,0.01,LOW
1303,892c2aa82cfffff,0,0,0,0.648148,0.01,LOW
1304,892c2aa987bffff,0,0,0,0.648148,0.01,LOW
1305,892c2aaae4bffff,0,0,0,0.648148,0.01,LOW
1306,892c2aa9b17ffff,0,0,0,0.648148,0.01,LOW
1307,892c2aa9117ffff,0,0,0,0.648148,0.01,LOW
1308,892c2aaa147ffff,0,0,0,0.648148,0.01,LOW
1309,892c2aaab7bffff,0,0,0,0.648148,0.01,LOW
1310,892c2aaad17ffff,0,0,0,0.648148,0.01,LOW
1311,892c2a3315bffff,0,0,0,0.648148,0.01,LOW
1312,892c2a14903ffff,0,0,0,0.648148,0.01,LOW
1313,892c2aaa04bffff,0,0,0,0.648148,0.01,LOW
1314,892c2aab167ffff,0,0,0,0.648148,0.01,LOW
1315,892c2aa91cbffff,0,0,0,0.648148,0.01,LOW
1316,892c2aa1a7bffff,0,0,0,0.648148,0.01,LOW
1317,892c2aaa20fffff,0,0,0,0.648148,0.01,LOW
1318,892c2aa826bffff,0,0,0,0.648148,0.01,LOW
1319,892c2a33163ffff,0,0,0,0.648148,0.01,LOW
1320,892c2a169dbffff,0,0,0,0.648148,0.01,LOW
1321,892c2a33507ffff,0,0,0,0.648148,0.01,LOW
1322,892c2aa1257ffff,0,0,0,0.648148,0.01,LOW
1323,892c2aa9bc3ffff,0,0,0,0.648148,0.01,LOW
1324,892c2a16167ffff,0,0,0,0.648148,0.01,LOW
1325,892c2a33197ffff,0,0,0,0.648148,0.01,LOW
1326,892c2aaa86bffff,0,0,0,0.648148,0.01,LOW
1327,892c2aaae53ffff,0,0,0,0.648148,0.01,LOW
1328,892c2aab0abffff,0,0,0,0.648148,0.01,LOW
1329,892c2aaaeb3ffff,0,0,0,0.648148,0.01,LOW
1330,892c2aaa1abffff,0,0,0,0.648148,0.01,LOW
1331,892c2aa9883ffff,0,0,0,0.648148,0.01,LOW
1332,892c2a141a3ffff,0,0,0,0.648148,0.01,LOW
1333,892c2a33517ffff,0,0,0,0.648148,0.01,LOW
1334,892c2a30547ffff,0,0,0,0.648148,0.01,LOW
1335,892c2aad157ffff,0,0,0,0.648148,0.01,LOW
1336,892c2aab1b7ffff,0,0,0,0.648148,0.01,LOW
1337,892c2aa9827ffff,0,0,0,0.648148,0.01,LOW
1338,892c2aa9533ffff,0,0,0,0.648148,0.01,LOW
1339,892c2aab3b3ffff,0,0,0,0.648148,0.01,LOW
1340,892c2aab087ffff,0,0,0,0.648148,0.01,LOW
1341,892c2a315cfffff,0,0,0,0.648148,0.01,LOW
1342,892c2aa12a7ffff,0,0,0,0.648148,0.01,LOW
1343,892c2aa36cbffff,0,0,0,0.648148,0.01,LOW
1344,892c2a061bbffff,0,0,0,0.648148,0.01,LOW
1345,892c2aa9803ffff,0,0,0,0.648148,0.01,LOW
1346,892c2aa1267ffff,0,0,0,0.648148,0.01,LOW
1347,892c2aa94c3ffff,0,0,0,0.648148,0.01,LOW
1348,892c2aaa42bffff,0,0,0,0.648148,0.01,LOW
1349,892c2aaa43bffff,0,0,0,0.648148,0.01,LOW
1350,892c2aaac93ffff,0,0,0,0.648148,0.01,LOW
1351,892c2a06d1bffff,0,0,0,0.648148,0.01,LOW
1352,892c2aaa05bffff,0,0,0,0.648148,0.01,LOW
1353,892c2a3352fffff,0,0,0,0.648148,0.01,LOW
1354,892c2a31557ffff,0,0,0,0.648148,0.01,LOW
1355,892c2a3336fffff,0,0,0,0.648148,0.01,LOW
1356,892c2aab517ffff,0,0,0,0.648148,0.01,LOW
1357,892c2aa916bffff,0,0,0,0.648148,0.01,LOW
1358,892c2aaa1b7ffff,0,0,0,0.648148,0.01,LOW
1359,892c2ab9d43ffff,0,0,0,0.648148,0.01,LOW
1360,892c2aab12bffff,0,0,0,0.648148,0.01,LOW
1361,892c2aaaedbffff,0,0,0,0.648148,0.01,LOW
1362,892c2aa137bffff,0,0,0,0.648148,0.01,LOW
1363,892c2aaa10bffff,0,0,0,0.648148,0.01,LOW
1364,892c2aa954bffff,1,0,0,0.598622,0.02,LOW
1365,892c2ab9b33ffff,1,0,0,0.598622,0.02,LOW
1366,892c2a1498bffff,1,0,0,0.598622,0.02,LOW
1367,892c2a06d27ffff,1,0,0,0.598622,0.02,LOW
1368,892c2aa124bffff,1,0,0,0.598622,0.02,LOW
1369,892c2a149cfffff,1,0,0,0.598622,0.02,LOW
1370,892c2aaa1cbffff,1,0,0,0.598622,0.02,LOW
1371,892c2a3046fffff,1,0,0,0.598622,0.02,LOW
1372,892c2aaae47ffff,1,0,0,0.598622,0.02,LOW
1373,892c2aa334bffff,2,0,0,0.549096,0.03,LOW
1374,892c2aab433ffff,2,0,0,0.549096,0.03,LOW
1375,892c2aa91d7ffff,2,0,0,0.549096,0.03,LOW
1376,892c2aa91c7ffff,2,0,0,0.549096,0.03,LOW
1377,892c2aa8383ffff,2,0,0,0.549096,0.03,LOW
1378,892c2aa1487ffff,4,0,0,0.450043,0.05,LOW
1379,892c2aaa343ffff,1,0,0,0,0,LOW
1380,892c2a0619bffff,1,0,0,0,0,LOW
1381,892c2aa958fffff,5,0,0,0,0.05,LOW
1382,892c2ab98b7ffff,1,0,0,0,0.01,LOW
1383,892c2aaacdbffff,2,0,0,0,0.01,LOW
1384,892c2a3225bffff,1,0,0,0,0.01,LOW
1385,892c2a06563ffff,1,0,0,0,0,LOW
1386,892c2aaaabbffff,2,0,0,0,0,LOW
1387,892c2aab343ffff,1,0,0,0,0,LOW
1388,892c2aab37bffff,3,0,0,0,0,LOW
1389,892c2aa8063ffff,3,0,0,0,0.03,LOW
1390,892c2aab5a3ffff,1,0,0,0,0,LOW
1391,892c2aa9113ffff,2,0,0,0,0.01,LOW
1392,892c2aab133ffff,1,0,0,0,0,LOW
1393,892c2a04d6fffff,1,0,0,0,0,LOW
1394,892c2a3302fffff,3,0,0,0,0.02,LOW
1395,892c2aab5b3ffff,4,0,0,0,0,LOW
1396,892c2a3325bffff,1,0,0,0,0,LOW
1397,892c2aa955bffff,1,0,0,0,0,LOW
1398,892c2aaa64fffff,1,0,0,0,0,LOW
1399,892c2aab1afffff,2,0,0,0,0,LOW
1400,892c2aa13dbffff,7,0,0,0,0.04,LOW
1401,892c2aaa64bffff,2,0,0,0,0,LOW
1402,892c2aa105bffff,1,0,0,0,0,LOW
1403,892c2aa9edbffff,1,0,0,0,0.01,LOW
1404,892c2aa9aa7ffff,4,0,0,0,0.01,LOW
1405,892c2aab5b7ffff,1,0,0,0,0,LOW
1406,892c2aaa1c7ffff,1,0,0,0,0.01,LOW
1407,892c2aa94b7ffff,1,0,0,0,0,LOW
1408,892c2a328cfffff,1,0,0,0,0,LOW
1409,892c2aaa22bffff,1,0,0,0,0.01,LOW
1410,892c2aab097ffff,2,0,0,0,0.01,LOW
1411,892c2aaa393ffff,1,0,0,0,0.01,LOW
1412,892c2a33397ffff,3,0,0,0,0.01,LOW
1413,892c2a0498bffff,1,0,0,0,0,LOW
1414,892c2aab34fffff,8,0,0,0,0.02,LOW
1415,892c2aa84dbffff,1,0,0,0,0.01,LOW
1416,892c2aab043ffff,3,0,0,0,0,LOW
1417,892c2aab04fffff,3,0,0,0,0,LOW
1418,892c2a16343ffff,1,0,0,0,0,LOW
1419,892c2aa1e4bffff,1,0,0,0,0.01,LOW
