rank,hex_id,points_count,neighbor_points_count,density,score,confidence,category
434,892c2aa9ed7ffff,0,0,0,5.18519,0.08,LOW
435,892c2aa9503ffff,1,0,0,5.13566,0.09,LOW
436,892c2aab52bffff,1,0,0,5.13566,0.09,LOW
437,892c2aaa387ffff,1,0,0,5.13566,0.09,LOW
438,892c2aa860bffff,1,0,0,5.13566,0.09,LOW
439,892c2aa914bffff,1,0,0,5.13566,0.09,LOW
440,892c2aab02fffff,1,0,0,5.13566,0.09,LOW
441,892c2aa902bffff,1,0,0,5.13566,0.09,LOW
442,892c2aa86bbffff,2,0,0,5.08613,0.1,LOW
443,892c2aab563ffff,3,0,0,5.03661,0.11,LOW
444,892c2aa1497ffff,3,0,0,5.03661,0.11,LOW
445,892c2aa8617ffff,0,0,0,4.53704,0.07,LOW
446,892c2aa8633ffff,0,0,0,4.53704,0.07,LOW
447,892c2aaae03ffff,0,0,0,4.53704,0.07,LOW
448,892c2aa9ab3ffff,0,0,0,4.53704,0.07,LOW
449,892c2aa9327ffff,0,0,0,4.53704,0.07,LOW
450,892c2aa90a7ffff,0,0,0,4.53704,0.07,LOW
451,892c2aa8073ffff,0,0,0,4.53704,0.07,LOW
452,892c2aaa327ffff,0,0,0,4.53704,0.07,LOW
453,892c2aab5d3ffff,0,0,0,4.53704,0.07,LOW
454,892c2aa93bbffff,0,0,0,4.53704,0.07,LOW
455,892c2a06ba3ffff,0,0,0,4.53704,0.07,LOW
456,892c2aa9a83ffff,0,0,0,4.53704,0.07,LOW
457,892c2aa1313ffff,0,0,0,4.53704,0.07,LOW
458,892c2aaad77ffff,0,0,0,4.53704,0.07,LOW
459,892c2aab5c7ffff,0,0,0,4.53704,0.07,LOW
460,892c2aa9897ffff,0,0,0,4.53704,0.07,LOW
461,892c2aab1abffff,0,0,0,4.53704,0.07,LOW
462,892c2a0698bffff,0,0,0,4.53704,0.07,LOW
463,892c2aa9e8bffff,0,0,0,4.53704,0.07,LOW
464,892c2aa9817ffff,0,0,0,4.53704,0.07,LOW
465,892c2aa9a97ffff,0,0,0,4.53704,0.07,LOW
466,892c2aab177ffff,0,0,0,4.53704,0.07,LOW
467,892c2aa9e63ffff,0,0,0,4.53704,0.07,LOW
468,892c2aa9a93ffff,0,0,0,4.53704,0.07,LOW
469,892c2aa9c0bffff,0,0,0,4.53704,0.07,LOW
470,892c2aa91dbffff,0,0,0,4.53704,0.07,LOW
471,892c2aaa1d7ffff,0,0,0,4.53704,0.07,LOW
472,892c2a1691bffff,0,0,0,4.53704,0.07,LOW
473,892c2aab08fffff,0,0,0,4.53704,0.07,LOW
474,892c2aa9393ffff,0,0,0,4.53704,0.07,LOW
475,892c2aab00bffff,0,0,0,4.53704,0.07,LOW
476,892c2aa9ec3ffff,0,0,0,4.53704,0.07,LOW
477,892c2aaa2afffff,0,0,0,4.53704,0.07,LOW
478,892c2aa844bffff,0,0,0,4.53704,0.07,LOW
479,892c2aa8057ffff,0,0,0,4.53704,0.07,LOW
480,892c2aaa373ffff,0,0,0,4.53704,0.07,LOW
481,892c2aab463ffff,0,0,0,4.53704,0.07,LOW
482,892c2aaa503ffff,0,0,0,4.53704,0.07,LOW
483,892c2aaacd3ffff,0,0,0,4.53704,0.07,LOW
484,892c2aa9813ffff,0,0,0,4.53704,0.07,LOW
485,892c2aa9103ffff,0,0,0,4.53704,0.07,LOW
486,892c2aa9e1bffff,1,0,0,4.48751,0.08,LOW
487,892c2aab58bffff,1,0,0,4.48751,0.08,LOW
488,892c2aab1a3ffff,1,0,0,4.48751,0.08,LOW
489,892c2aa916fffff,1,0,0,4.48751,0.08,LOW
490,892c2aaa2bbffff,1,0,0,4.48751,0.08,LOW
491,892c2aa9ea7ffff,1,0,0,4.48751,0.08,LOW
492,892c2aaa323ffff,1,0,0,4.48751,0.08,LOW
493,892c2aaa37bffff,1,0,0,4.48751,0.08,LOW
494,892c2aaaa87ffff,2,0,0,4.43798,0.09,LOW
495,892c2aa90afffff,3,0,0,4.38846,0.1,LOW
496,892c2aa9513ffff,43,0,0,4.35185,0.53,LOW
497,892c2aab15bffff,0,0,0,3.88889,0.06,LOW
498,892c2aaa9d3ffff,0,0,0,3.88889,0.06,LOW
499,892c2aa103bffff,0,0,0,3.88889,0.06,LOW
500,892c2aa9cd7ffff,0,0,0,3.88889,0.06,LOW
501,892c2aa9e6bffff,0,0,0,3.88889,0.06,LOW
502,892c2a32027ffff,0,0,0,3.88889,0.06,LOW
503,892c2aa86d3ffff,0,0,0,3.88889,0.06,LOW
504,892c2aa8bcbffff,0,0,0,3.88889,0.06,LOW
505,892c2aaae37ffff,0,0,0,3.88889,0.06,LOW
506,892c2aa1367ffff,0,0,0,3.88889,0.06,LOW
507,892c2aa902fffff,0,0,0,3.88889,0.06,LOW
508,892c2aaa88fffff,0,0,0,3.88889,0.06,LOW
509,892c2aa93a7ffff,0,0,0,3.88889,0.06,LOW
510,892c2aa867bffff,0,0,0,3.88889,0.06,LOW
511,892c2aaad4fffff,0,0,0,3.88889,0.06,LOW
512,892c2aa9e27ffff,0,0,0,3.88889,0.06,LOW
513,892c2aa9953ffff,0,0,0,3.88889,0.06,LOW
514,892c2a16173ffff,0,0,0,3.88889,0.06,LOW
515,892c2aa102bffff,0,0,0,3.88889,0.06,LOW
516,892c2aaa287ffff,0,0,0,3.88889,0.06,LOW
517,892c2aab037ffff,0,0,0,3.88889,0.06,LOW
518,892c2aaa377ffff,0,0,0,3.88889,0.06,LOW
519,892c2aaaeafffff,0,0,0,3.88889,0.06,LOW
520,892c2aa981bffff,0,0,0,3.88889,0.06,LOW
521,892c2aaa893ffff,0,0,0,3.88889,0.06,LOW
522,892c2aaae13ffff,0,0,0,3.88889,0.06,LOW
523,892c2aaa5abffff,0,0,0,3.88889,0.06,LOW
524,892c2a321cbffff,0,0,0,3.88889,0.06,LOW
525,892c2ab9b3bffff,0,0,0,3.88889,0.06,LOW
526,892c2ab9b5bffff,0,0,0,3.88889,0.06,LOW
527,892c2aaa547ffff,0,0,0,3.88889,0.06,LOW
528,892c2aa9ab7ffff,0,0,0,3.88889,0.06,LOW
529,892c2a06db3ffff,0,0,0,3.88889,0.06,LOW
530,892c2aaa467ffff,0,0,0,3.88889,0.06,LOW
531,892c2aab423ffff,0,0,0,3.88889,0.06,LOW
532,892c2aa9013ffff,0,0,0,3.88889,0.06,LOW
533,892c2aa9eb7ffff,0,0,0,3.88889,0.06,LOW
534,892c2aaa2a3ffff,0,0,0,3.88889,0.06,LOW
535,892c2aa84cfffff,0,0,0,3.88889,0.06,LOW
536,892c2aab027ffff,0,0,0,3.88889,0.06,LOW
537,892c2aa953bffff,0,0,0,3.88889,0.06,LOW
538,892c2aaa207ffff,0,0,0,3.88889,0.06,LOW
539,892c2aa9c8bffff,0,0,0,3.88889,0.06,LOW
540,892c2aaa583ffff,0,0,0,3.88889,0.06,LOW
541,892c2a06d87ffff,0,0,0,3.88889,0.06,LOW
542,892c2aa866fffff,0,0,0,3.88889,0.06,LOW
543,892c2aa98d7ffff,0,0,0,3.88889,0.06,LOW
544,892c2aaabd3ffff,0,0,0,3.88889,0.06,LOW
545,892c2ab9b67ffff,0,0,0,3.88889,0.06,LOW
546,892c2aaa88bffff,0,0,0,3.88889,0.06,LOW
547,892c2aaa82bffff,0,0,0,3.88889,0.06,LOW
548,892c2aa800fffff,1,0,0,3.83936,0.07,LOW
549,892c2aaaeb7ffff,1,0,0,3.83936,0.07,LOW
550,892c2aa8283ffff,1,0,0,3.83936,0.07,LOW
551,892c2aaa883ffff,1,0,0,3.83936,0.07,LOW
552,892c2aaa183ffff,1,0,0,3.83936,0.07,LOW
553,892c2aa84bbffff,1,0,0,3.83936,0.07,LOW
554,892c2aa9523ffff,2,0,0,3.78984,0.08,LOW
555,892c2aab513ffff,2,0,0,3.78984,0.08,LOW
556,892c2aab0d7ffff,2,0,0,3.78984,0.08,LOW
557,892c2aab56fffff,2,0,0,3.78984,0.08,LOW
558,892c2aab493ffff,2,0,0,3.78984,0.08,LOW
559,892c2aab4c7ffff,0,0,0,3.24074,0.05,LOW
560,892c2aaa18bffff,0,0,0,3.24074,0.05,LOW
561,892c2aaa233ffff,0,0,0,3.24074,0.05,LOW
562,892c2a3351bffff,0,0,0,3.24074,0.05,LOW
563,892c2a069b3ffff,0,0,0,3.24074,0.05,LOW
564,892c2aa9123ffff,0,0,0,3.24074,0.05,LOW
565,892c2aaac0fffff,0,0,0,3.24074,0.05,LOW
566,892c2aa9167ffff,0,0,0,3.24074,0.05,LOW
567,892c2aa9e17ffff,0,0,0,3.24074,0.05,LOW
568,892c2aab137ffff,0,0,0,3.24074,0.05,LOW
569,892c2aa9a2bffff,0,0,0,3.24074,0.05,LOW
570,892c2aa933bffff,0,0,0,3.24074,0.05,LOW
571,892c2aa932fffff,0,0,0,3.24074,0.05,LOW
572,892c2aa9e9bffff,0,0,0,3.24074,0.05,LOW
573,892c2aaad47ffff,0,0,0,3.24074,0.05,LOW
574,892c2aaad4bffff,0,0,0,3.24074,0.05,LOW
575,892c2aa136bffff,0,0,0,3.24074,0.05,LOW
576,892c2aaae0bffff,0,0,0,3.24074,0.05,LOW
577,892c2aa862bffff,0,0,0,3.24074,0.05,LOW
578,892c2aa9a33ffff,0,0,0,3.24074,0.05,LOW
579,892c2aa91d3ffff,0,0,0,3.24074,0.05,LOW
580,892c2a33483ffff,0,0,0,3.24074,0.05,LOW
581,892c2aab3c3ffff,0,0,0,3.24074,0.05,LOW
582,892c2aaae33ffff,0,0,0,3.24074,0.05,LOW
583,892c2aa9333ffff,0,0,0,3.24074,0.05,LOW
584,892c2ab9b83ffff,0,0,0,3.24074,0.05,LOW
585,892c2aaa347ffff,0,0,0,3.24074,0.05,LOW
586,892c2aab527ffff,0,0,0,3.24074,0.05,LOW
587,892c2aa82c3ffff,0,0,0,3.24074,0.05,LOW
588,892c2a1611bffff,0,0,0,3.24074,0.05,LOW
589,892c2a33573ffff,0,0,0,3.24074,0.05,LOW
590,892c2aa8447ffff,0,0,0,3.24074,0.05,LOW
591,892c2aaa153ffff,0,0,0,3.24074,0.05,LOW
592,892c2aab197ffff,0,0,0,3.24074,0.05,LOW
593,892c2aaae8fffff,0,0,0,3.24074,0.05,LOW
594,892c2aa9e97ffff,0,0,0,3.24074,0.05,LOW
595,892c2aa868fffff,0,0,0,3.24074,0.05,LOW
596,892c2aaaec7ffff,0,0,0,3.24074,0.05,LOW
